abbr_name,full_name,credits,semester,school
CE 260,Statics and Dynamics,5,Fall2023,1
CE 310,Strength of Materials,4,Fall2023,1
CE 312,"Strength of Materials, Honors",4,Fall2023,1
CE 330,Fluid Mechanics,3,Fall2023,1
CE 331,Fluid Mechanics Lab,1,Fall2023,1
CE 412,Structural Engineering Materls,3,Fall2023,1
CE 413,Structural Eng. Mat.: Honors,3,Fall2023,1
CE 461,Structural Analysis,4,Fall2023,1
CE 477,Intr Envrn Engineerng&Sciences,3,Fall2023,1
CE 487,Soil Mechanics,4,Fall2023,1
CE 490,Special Problems,5,Fall2023,1
CE 495,Special Topics:,3,Fall2023,1
CE 501,Engineering Ethics,3,Fall2023,1
CE 525,Applied Probability&Statistics,3,Fall2023,1
CE 552,Water Resourc Engineering Dsgn,4,Fall2023,1
CE 562,Design of Steel Structures,3,Fall2023,1
CE 563,Dsgn Reinfrcd Concrete Structr,3,Fall2023,1
CE 570,Concepts of Environmental Chem,3,Fall2023,1
CE 571,Environmental Engr Laboratory,3,Fall2023,1
CE 582,Highway Engineering,3,Fall2023,1
CER 208,Ceramics I,3,Fall2023,1
CER 301,Concpts&Methods:Wheel Throwing,3,Fall2023,1
CER 403,Advanced Topics in Ceramics,3,Fall2023,1
CER 500,Advncd Specil Topics Ceramics:,4,Fall2023,1
CER 503,Advanced Topics in Ceramics,3,Fall2023,1
CER 515,Advanced Ceramics I,6,Fall2023,1
CER 520,Advanced Ceramics II,6,Fall2023,1
CER 590,Internship in Ceramics,3,Fall2023,1
CER 599,Individual Studies in Ceramics,6,Fall2023,1
CHAM 216,Chamber Music,1,Fall2023,1
CHAM 220,Baroque Ensemble,1,Fall2023,1
CHAM 336,Chamber Music,2,Fall2023,1
CHEM 130,General Chemistry I,5,Fall2023,1
CHEM 135,General Chemistry II,5,Fall2023,1
CHEM 150,Chemistry for Engineers,5,Fall2023,1
CHEM 170,Chemistry for Chem Sciences I,5,Fall2023,1
CHEM 180,Seminar I,0,Fall2023,1
CHEM 190,Foundations of Chemistry I Hnr,3,Fall2023,1
CHEM 191,"Foundations Chem I Lab, Honors",2,Fall2023,1
CHEM 201,Lab Safety in Chemical Science,1,Fall2023,1
CHEM 330,Organic Chemistry I,3,Fall2023,1
CHEM 331,Organic Chemistry I Laboratory,2,Fall2023,1
CHEM 380,"Organic Chemistry I, Honors",3,Fall2023,1
CHEM 390,"Topics in Chemistry, Honors:",3,Fall2023,1
CHEM 400,Analytical Chemistry,3,Fall2023,1
CHEM 401,Analytical Chemistry Labratory,2,Fall2023,1
CHEM 498,Undergraduate Research,2,Fall2023,1
CHEM 510,Biological Physical Chemistry,3,Fall2023,1
CHEM 520,Biolgcl Physcl Chem with Lab,5,Fall2023,1
CHEM 525,Physical Chemistry for Engners,4,Fall2023,1
CHEM 530,Physical Chemistry I,4,Fall2023,1
CHEM 560,Intro to Chemical Biology,3,Fall2023,1
CHEM 660,Systematic Inorganic Chemistry,3,Fall2023,1
CHEM 695,Seminar II,0,Fall2023,1
CHEM 698,Undergrad Capstone Research,2,Fall2023,1
CHEM 699,Undergraduate Honors Research,2,Fall2023,1
CHIN 104,Elementary Chinese I,5,Fall2023,1
CHIN 204,Intermediate Chinese I,5,Fall2023,1
CHIN 342,Intro to Classical Chinese,3,Fall2023,1
CHIN 498,Directed Readings in Chinese,4,Fall2023,1
CHIN 504,Advanced Modern Chinese I,5,Fall2023,1
CHIN 542,Introdn to Classical Chinese,3,Fall2023,1
CHIN 562,Modern Chinese Texts I,3,Fall2023,1
CHOR 412,Oread Singers,1,Fall2023,1
CHOR 414,University Singers,1,Fall2023,1
CHOR 418,KU Glee,1,Fall2023,1
CHOR 442,Chamber Choir,1,Fall2023,1
CHOR 446,KU Treble Choir,1,Fall2023,1
CHUR 320,Church Music Practicum,0,Fall2023,1
CHUR 422,Bales Chorale,1,Fall2023,1
CLAR 100,Clarinet,2,Fall2023,1
CLAR 121,Clarinet,4,Fall2023,1
CLAR 221,Clarinet,4,Fall2023,1
CLAR 300,Clarinet,2,Fall2023,1
CLAR 321,Clarinet,2,Fall2023,1
CLAR 421,Clarinet,2,Fall2023,1
CLAR 422,Clarinet,2,Fall2023,1
CLAR 622,Clarinet,4,Fall2023,1
CLAR 623,Senior Recital,1,Fall2023,1
CLS 210,Intro Clin Lab Sci,1,Fall2023,1
CLS 520,Phlebotomy,1,Fall2023,1
CLS 536,Hematology I,3,Fall2023,1
CLS 537,Hematology I Lab,2,Fall2023,1
CLS 538,Immunology,3,Fall2023,1
CLS 539,Fund and Clinical Immuno Lab,3,Fall2023,1
CLS 540,Clin Chemistry II,2,Fall2023,1
CLS 541,Professional Development,2,Fall2023,1
CLS 542,Clin Microbiology II,2,Fall2023,1
CLS 543,Clin Microbiology II Lab,2,Fall2023,1
CLS 544,Immunohematology I,3,Fall2023,1
CLS 545,Imunhematolgy I Lb,2,Fall2023,1
CLS 600,Introductory Biochemistry,3,Fall2023,1
CLS 608,Intro to Adv Biotech Lecture,0,Fall2023,1
CLS 609,Intro Adv Biotech Laboratory,0,Fall2023,1
CLS 638,Clinical Competency Review,0,Fall2023,1
CLS 639,Urinalysis,1,Fall2023,1
CLS 640,Clin Chem III & Immunology II,2,Fall2023,1
CLS 641,Clin Chem & Immun Prac,3,Fall2023,1
CLS 642,Clin Micro IIl,2,Fall2023,1
CLS 643,Clin Micro Pract,3,Fall2023,1
CLS 644,Immunohematology II,1,Fall2023,1
CLS 645,Immunhemo Prac,2,Fall2023,1
CLS 646,Hematology III,2,Fall2023,1
CLS 647,Hematology Pract,3,Fall2023,1
CLS 650,Clinical Lab Science Review,0,Fall2023,1
CLS 690,Special Topics,5,Fall2023,1
CLSX 106,Introduction to Roman History,3,Fall2023,1
CLSX 148,Greek and Roman Mythology,3,Fall2023,1
CLSX 151,Intro to Grk&Romn Archaeology,3,Fall2023,1
CLSX 168,Ancient Epic Tales,3,Fall2023,1
CLSX 230,Greek Culture and Civilization,3,Fall2023,1
CLSX 305,Greek and Roman Art,3,Fall2023,1
CLSX 326,Greek Archaeology and Art,3,Fall2023,1
CLSX 327,Roman Archaeology and Art,3,Fall2023,1
CLSX 330,"Greek Culture&Civilizatn, Hnrs",3,Fall2023,1
CLSX 332,Medical Termnlgy:Grk&Lat Roots,3,Fall2023,1
CLSX 351,"Intro Grk&Rom Archaeology,Hnrs",3,Fall2023,1
CLSX 375,Studies in:,3,Fall2023,1
CLSX 384,Ethics in Greek Tragedy,3,Fall2023,1
CLSX 496,Honrs Essay in Clscl Antiquity,3,Fall2023,1
CLSX 526,Greek Archaeology and Art,3,Fall2023,1
CLSX 527,Roman Archaeology and Art,3,Fall2023,1
CMGT 457,Construction Project Managemnt,3,Fall2023,1
COMS 130,Speaker-Audience Communication,3,Fall2023,1
COMS 131,"Speaker-Audience Communicatn,H",3,Fall2023,1
COMS 177,First Year Seminar:,3,Fall2023,1
COMS 207,Intro to Political Communitctn,3,Fall2023,1
COMS 210,Intro to Orgnztnl&Prof Comnctn,3,Fall2023,1
COMS 230,Fundamentals of Debate,3,Fall2023,1
COMS 231,Practicum in Forensics,1,Fall2023,1
COMS 232,Introduction to Rhetoric,3,Fall2023,1
COMS 238,Cases in Persuasion,3,Fall2023,1
COMS 246,Intr Intercultural Communicatn,3,Fall2023,1
COMS 310,Adv Orgnztl&Profsnl Comnctn,3,Fall2023,1
COMS 320,Communication on the Internet,3,Fall2023,1
COMS 322,Aud Ctrd Pub Speak in Wrkplace,3,Fall2023,1
COMS 330,Effective Business Communicatn,3,Fall2023,1
COMS 331,Persuasive Speaking,3,Fall2023,1
COMS 335,Mass Media and Politics,3,Fall2023,1
COMS 342,Problem-Solvng in Teams&Groups,3,Fall2023,1
COMS 350,Commncation in a Diverse World,3,Fall2023,1
COMS 355,Intr Rhetoric&Social Influence,3,Fall2023,1
COMS 356,Intr Bhvrl Rsrch Mthds in Comm,3,Fall2023,1
COMS 415,"Cmmnctn,Leadrshp,&Cnflict Mgmt",3,Fall2023,1
COMS 440,Communication and Gender,3,Fall2023,1
COMS 441,Health Communication,3,Fall2023,1
COMS 447,Interculturl Comnctn:Afro-Amer,3,Fall2023,1
COMS 450,Ethicl Issues in Poltcl Comctn,3,Fall2023,1
COMS 454,Rhetoric of Popular Culture,3,Fall2023,1
COMS 496,Capstone in:,3,Fall2023,1
COMS 498,Honors Thesis,6,Fall2023,1
COMS 499,Directd Stdy in Communictn Std,3,Fall2023,1
COMS 530,Intrnshp in Communictn Studies,3,Fall2023,1
COMS 539,Argumentation,3,Fall2023,1
COMS 607,Political Campaigns,3,Fall2023,1
COND 245,Conducting I,2,Fall2023,1
COND 345,Conducting II,2,Fall2023,1
CVS  21,EKG I,1,Fall2023,1
CVS  23,Patient Care I,1,Fall2023,1
CVS  25,Physics I,2,Fall2023,1
CVS  26,Clinical Practicum I,6,Fall2023,1
CVS  30,Adult Echocardiography I,2,Fall2023,1
CVS  40,Vascular Ultrasound I,3,Fall2023,1
CVS  41,Pediatric Echocardiography I,3,Fall2023,1
CVS  56,Adult Echocardiography III,3,Fall2023,1
CVS  67,Clinical Practicum IV,8,Fall2023,1
DANC 100,Introductn to the Dance Major,1,Fall2023,1
DANC 101,Ballet I,2,Fall2023,1
DANC 150,Choreography I,2,Fall2023,1
DANC 213,Modern Contemporary II,2,Fall2023,1
DANC 311,Ballet III,3,Fall2023,1
DANC 313,Modern/Contemporary III,3,Fall2023,1
DANC 315,Jazz III,3,Fall2023,1
DANC 317,Hip Hop Fundamentals,3,Fall2023,1
DANC 319,Tap Fundamentals,3,Fall2023,1
DANC 320,University Dance Company,1,Fall2023,1
DANC 330,Approaches to World Dance,3,Fall2023,1
DANC 417,Hip Hop II,3,Fall2023,1
DANC 490,Intro Flamenco Dance Technique,3,Fall2023,1
DANC 498,Directed Study in:,3,Fall2023,1
DANC 530,Practicum in:,1,Fall2023,1
DANC 550,Senior Project,3,Fall2023,1
DANC 580,Special Topics in Dance:,3,Fall2023,1
DBBS 100,Double Bass,2,Fall2023,1
DBBS 121,Double Bass,4,Fall2023,1
DBBS 221,Double Bass,4,Fall2023,1
DBBS 300,Double Bass,2,Fall2023,1
DBBS 321,Double Bass,2,Fall2023,1
DBBS 421,Double Bass,2,Fall2023,1
DBBS 422,Double Bass,2,Fall2023,1
DBBS 622,Double Bass,4,Fall2023,1
DBBS 623,Senior Recital,1,Fall2023,1
DRWG 213,Life Drawing I,3,Fall2023,1
DRWG 314,Life Drawing II,3,Fall2023,1
DRWG 318,"Life Drawing II, Honors",3,Fall2023,1
DRWG 515,Life Drawing III,3,Fall2023,1
DRWG 516,Life Drawing IV,3,Fall2023,1
DRWG 518,"Life Drawing III, Honors",3,Fall2023,1
DRWG 519,"Life Drawing IV, Honors",3,Fall2023,1
DRWG 599,Individual Studies in Drawing,6,Fall2023,1
EALC 105,Asian Religions,3,Fall2023,1
EALC 130,"Myth,Legend&Flk Beliefs E Asia",3,Fall2023,1
EALC 142,Ethics in Chinese Philosophy,3,Fall2023,1
EALC 198,Studies in:,5,Fall2023,1
EALC 303,Happiness in East Asia,3,Fall2023,1
EALC 312,Japan's Literary Legacy,3,Fall2023,1
EALC 315,Survey of Japanese Film,3,Fall2023,1
EALC 318,Modern Chinese Fiction & Film,3,Fall2023,1
EALC 325,Minorities in Japan,3,Fall2023,1
EALC 331,Studies in:,3,Fall2023,1
EALC 373,Modern Korean Art & Culture,3,Fall2023,1
EALC 388,Mdrn&Cntmpry Visual Arts Japan,3,Fall2023,1
EALC 408,Music in East Asia,3,Fall2023,1
EALC 431,Studies in:,3,Fall2023,1
EALC 476,Internationl Relations of Asia,3,Fall2023,1
EALC 499,Honors Thesis,3,Fall2023,1
EALC 509,Religion in Japan,3,Fall2023,1
EALC 518,Modern Chinese Fiction & Film,3,Fall2023,1
EALC 585,Politics and Society in China,3,Fall2023,1
EALC 590,Tpcs in East Asian Lang&Cultr:,9,Fall2023,1
ECIV 104,Eastern Civilizations,3,Fall2023,1
ECON 104,Introductory Economics,4,Fall2023,1
ECON 142,Principles of Microeconomics,3,Fall2023,1
ECON 143,"Princpls of Microeconomics,Hnr",3,Fall2023,1
ECON 144,Principles of Macroeconomics,3,Fall2023,1
ECON 199,Data I:  Dealing with Data,3,Fall2023,1
ECON 310,Topics in Applied Economics:,3,Fall2023,1
ECON 426,Statistics and Data Analysis,3,Fall2023,1
ECON 510,Energy Economics,3,Fall2023,1
ECON 520,Microeconomics,3,Fall2023,1
ECON 522,Macroeconomics,3,Fall2023,1
ECON 526,Introduction to Econometrics,3,Fall2023,1
ECON 564,Topics in Applied Economics:,3,Fall2023,1
ECON 586,Economic Issues in China,3,Fall2023,1
ECON 590,Game Theory,3,Fall2023,1
ECON 597,Research in Economics,3,Fall2023,1
ECON 600,Money and Banking,3,Fall2023,1
ECON 604,International Trade,3,Fall2023,1
ECON 609,Sports Economics,3,Fall2023,1
ECON 622,Public Finance,3,Fall2023,1
ECON 630,Indust Organz&Antitrust Policy,3,Fall2023,1
ECON 696,Research Methods in Economics,3,Fall2023,1
ECON 697,Senior Research Honors,3,Fall2023,1
EDUC 698,Profesnl Devlpmnt Micro-Cred:,1,Fall2023,1
EECS 101,New Student Seminar,1,Fall2023,1
EECS 138,Introduction to Computing:,3,Fall2023,1
EECS 140,Introd to Digital Logic Design,4,Fall2023,1
EECS 141,Intro to Digital Logic: Honors,4,Fall2023,1
EECS 168,Programming I,4,Fall2023,1
EECS 169,Programming I:  Honors,4,Fall2023,1
EECS 202,Circuits I,4,Fall2023,1
EECS 210,Discrete Structures,4,Fall2023,1
EECS 212,Circuits II,4,Fall2023,1
EECS 221,Electromagnetics I,3,Fall2023,1
EECS 268,Programming II,4,Fall2023,1
EECS 312,Electronic Circuits I,3,Fall2023,1
EECS 330,Data Structures and Algorithms,4,Fall2023,1
EECS 348,Software Engineering I,4,Fall2023,1
EECS 361,Signal and System Analysis,3,Fall2023,1
EECS 388,Embedded Systems,4,Fall2023,1
EECS 399,Projects,5,Fall2023,1
EECS 420,Electromagnetics II,4,Fall2023,1
EECS 461,Probability and Statistics,3,Fall2023,1
EECS 465,Cyber Defense,3,Fall2023,1
EECS 468,Programming Paradigms,3,Fall2023,1
EECS 470,Elctr Devices&Proprt of Matrls,3,Fall2023,1
EECS 498,Honors Research,2,Fall2023,1
EECS 501,Senior Design Laboratory I,3,Fall2023,1
EECS 510,Introdn to Theory of Computing,3,Fall2023,1
EECS 541,Computer Systems Design Labr I,3,Fall2023,1
EECS 545,Electrc Energy Prductn&Storage,3,Fall2023,1
EECS 547,Power System Analysis I,3,Fall2023,1
EECS 563,Intr to Communication Networks,3,Fall2023,1
EECS 565,Intro Informatn&Cmptr Security,3,Fall2023,1
EECS 568,Introduction to Data Mining,3,Fall2023,1
EECS 569,Computer Forensics,3,Fall2023,1
EECS 581,Software Engineering II,3,Fall2023,1
EECS 622,Microwav&Radio Transmsn Systms,3,Fall2023,1
EECS 630,Adv Data Structures & Algothms,3,Fall2023,1
EECS 639,Intro to Scientific Computing,3,Fall2023,1
EECS 643,Computer Architecture,3,Fall2023,1
EECS 644,Intr Digital Signal Processing,3,Fall2023,1
EECS 645,Computer Architecture,3,Fall2023,1
EECS 658,Intro to Machine Learning,3,Fall2023,1
EECS 660,Fndmntls of Computer Algorthms,3,Fall2023,1
EECS 662,Programming Languages,3,Fall2023,1
EECS 665,Compiler Construction,4,Fall2023,1
EECS 677,Advnced Software Security Eval,3,Fall2023,1
EECS 678,Introdctn to Operating Systems,4,Fall2023,1
EECS 685,Intro to IoT Security,3,Fall2023,1
EECS 690,Special Topics:,3,Fall2023,1
EECS 692,Directed Reading,3,Fall2023,1
ELPS 250,Education and Society,3,Fall2023,1
ELPS 537,Governance&Organiztn Schools,3,Fall2023,1
ELPS 598,Special Course:,3,Fall2023,1
ENGL 101,Composition,3,Fall2023,1
ENGL 102,Critical Reading and Writing,3,Fall2023,1
ENGL 105,Honors Introduction to English,3,Fall2023,1
ENGL 203,Topics in Reading and Writing:,3,Fall2023,1
ENGL 205,Freshman-Sophmr Honors Prosem:,3,Fall2023,1
ENGL 210,Introduction to Poetry,3,Fall2023,1
ENGL 220,Introduction to Creative Writi,3,Fall2023,1
ENGL 300,Introdction to English Studies,3,Fall2023,1
ENGL 301,Topics in British Lit to 1800:,3,Fall2023,1
ENGL 306,Global Environmental Literatre,3,Fall2023,1
ENGL 308,Intro to Litery Criticism&Thry,3,Fall2023,1
ENGL 312,Major British Writers to 1800,3,Fall2023,1
ENGL 320,American Literature I,3,Fall2023,1
ENGL 325,Recent Popular Literature,3,Fall2023,1
ENGL 329,Topics in Forms and Genres:,3,Fall2023,1
ENGL 334,Major Authors:,3,Fall2023,1
ENGL 351,Fiction Writing I,3,Fall2023,1
ENGL 352,Poetry Writing I,3,Fall2023,1
ENGL 354,Playwriting I,3,Fall2023,1
ENGL 355,Nonfiction Writing I,3,Fall2023,1
ENGL 360,Topics in Writing:,3,Fall2023,1
ENGL 362,Foundatns of Technical Writing,3,Fall2023,1
ENGL 380,Intro to Rhetoric &Composition,3,Fall2023,1
ENGL 387,Introd to the English Language,3,Fall2023,1
ENGL 390,Studies in:,3,Fall2023,1
ENGL 494,Research Internship,3,Fall2023,1
ENGL 495,Directed Study:,3,Fall2023,1
ENGL 496,Internship,3,Fall2023,1
ENGL 497,Service Learning Internship,3,Fall2023,1
ENGL 525,Shakespeare:,3,Fall2023,1
ENGL 551,Fiction Writing II,3,Fall2023,1
ENGL 552,Poetry Writing II,3,Fall2023,1
ENGL 579,Poetry since 1945,3,Fall2023,1
ENGL 598,Honors Proseminar:,3,Fall2023,1
ENGL 599,Honors Essay,3,Fall2023,1
ENGL 655,Victorian Literature:,3,Fall2023,1
ENGR 101,Engr Academic Success Seminar,0,Fall2023,1
ENGR 111,Freshman Self Seminar,1,Fall2023,1
ENGR 112,Sophomore Self Seminar,1,Fall2023,1
ENGR 113,Junior Self Seminar,1,Fall2023,1
ENGR 114,Senior Self Seminar,1,Fall2023,1
ENGR 177,First Year Seminar:,3,Fall2023,1
ENGR 300,Cooprtv Engr Educatn Experienc,1,Fall2023,1
ENGR 360,Special Topics:,5,Fall2023,1
ENGR 490,Engineering Internship,6,Fall2023,1
ENGR 504,Technicl Writing for Engineers,3,Fall2023,1
ENGR 515,Verbal Commctns in Engineering,1,Fall2023,1
ENTR 177,The Entrepreneurial Mindset,3,Fall2023,1
ENTR 410,Building ENTR Competency,3,Fall2023,1
ENTR 430,Corporate Entrepreneurship,3,Fall2023,1
ENTR 450,Advanced Entrepreneurship,3,Fall2023,1
ENTR 460,Entrepreneurial Finance,3,Fall2023,1
ENTR 470,Entrepreneurial Marketing,3,Fall2023,1
EPHX 210,Generl Physics I for Engineers,3,Fall2023,1
EPHX 501,Honors Research,4,Fall2023,1
EPHX 503,Undergraduate Research,4,Fall2023,1
EPHX 518,Mathematical Physics,3,Fall2023,1
EPHX 521,Mechanics I,3,Fall2023,1
EPHX 531,Electricity and Magnetism,3,Fall2023,1
EPHX 536,Electronic Circuit Msrmnt&Dsgn,4,Fall2023,1
EPHX 616,Physical Measurements,4,Fall2023,1
EPHX 655,Optics,3,Fall2023,1
EPHX 671,Thermal Physics,3,Fall2023,1
EPSY 306,Develpmnt&Learng of Adolescent,3,Fall2023,1
EPSY 310,Career and Life Planning,3,Fall2023,1
EPSY 480,Prom Stu Soc-Emotio Well-Being,3,Fall2023,1
EPSY 497,Independent Study,2,Fall2023,1
EPSY 580,Positive Psychology,3,Fall2023,1
EPSY 598,Special Course:,3,Fall2023,1
EUPH 100,Euphonium,2,Fall2023,1
EUPH 121,Euphonium,4,Fall2023,1
EUPH 221,Euphonium,4,Fall2023,1
EUPH 300,Euphonium,2,Fall2023,1
EUPH 321,Euphonium,2,Fall2023,1
EUPH 421,Euphonium,2,Fall2023,1
EUPH 422,Euphonium,2,Fall2023,1
EUPH 622,Euphonium,4,Fall2023,1
EUPH 623,Senior Recital,1,Fall2023,1
EURS 511,Topics in European Studies:,3,Fall2023,1
EVRN 140,Globl Envr I:Discvry Envr Chng,3,Fall2023,1
EVRN 144,"Glbl Evrn I:Dscvry Evrn Chg,Hn",3,Fall2023,1
EVRN 148,Scientfc Princpls Envrnmt Stds,3,Fall2023,1
EVRN 150,"Environment, Culture & Society",3,Fall2023,1
EVRN 160,Environmental Solutions,1,Fall2023,1
EVRN 177,First Year Seminar:,3,Fall2023,1
EVRN 306,Global Environmental Literatre,3,Fall2023,1
EVRN 336,"Ethics, Ideas and Nature",3,Fall2023,1
EVRN 338,Permaculture Design,6,Fall2023,1
EVRN 371,Environmental Geopolitics,3,Fall2023,1
EVRN 372,Rel and Envrmt in the US,3,Fall2023,1
EVRN 384,"Environment, Power, & Justice",3,Fall2023,1
EVRN 414,Principles of Ecology,3,Fall2023,1
EVRN 420,Topics Environmental Studies:,3,Fall2023,1
EVRN 440,Soil Sci for Envrnmntl Assemnt,3,Fall2023,1
EVRN 445,Intro to Environmental Health,3,Fall2023,1
EVRN 453,Community Resilience,3,Fall2023,1
EVRN 460,Field Ecology,3,Fall2023,1
EVRN 499,Kansas Environmental Futures,2,Fall2023,1
EVRN 615,Capstone Project,3,Fall2023,1
EVRN 620,Environmental Politics &Policy,3,Fall2023,1
EVRN 624,Independent Study,9,Fall2023,1
EVRN 625,Hnrs Rsrch in Environmntl Stdy,3,Fall2023,1
EVRN 628,The Politics of Public Health,3,Fall2023,1
EVRN 673,Environmental Justice,3,Fall2023,1
EXM 274,Expanded Media,3,Fall2023,1
EXM 546,Graduate Expanded Media V,3,Fall2023,1
EXM 599,Individul Studies Expand Media,6,Fall2023,1
FIN 101,Personal Finance,3,Fall2023,1
FIN 208,Prncpls of Insurance&Risk Mgmt,3,Fall2023,1
FIN 230,Intro to Finance Profession,1,Fall2023,1
FIN 301,Personal Finance,3,Fall2023,1
FIN 302,Financ Schlrs I:Intro Fin Inst,1,Fall2023,1
FIN 305,Finance and Accounting,3,Fall2023,1
FIN 310,Finance,3,Fall2023,1
FIN 311,"Finance, Honors",3,Fall2023,1
FIN 400,Special Topics in Finance:,3,Fall2023,1
FIN 408,Prncpls of Insurance&Risk Mgmt,3,Fall2023,1
FIN 410,Investment Theory&Applications,3,Fall2023,1
FIN 411,"Invstmnt Theory&Applicatn,Hnrs",3,Fall2023,1
FIN 413,Financl Markets&Intermediaries,3,Fall2023,1
FIN 415,Corporate Finance,3,Fall2023,1
FIN 421,"International Finance, Honors",3,Fall2023,1
FIN 422,Financial Modeling,3,Fall2023,1
FIN 424,Operational Risk Management,3,Fall2023,1
FIN 425,Futures and Options,3,Fall2023,1
FIN 428,Real Estate Investment,3,Fall2023,1
FIN 435,Commercial Banking,3,Fall2023,1
FIN 450,"Applied Portfolio Mangmnt,Hnrs",4,Fall2023,1
FIN 455,Commercial Credit Analysis,3,Fall2023,1
FIN 462,Mergers and Acquisitions,3,Fall2023,1
FIN 600,Advanced Portfolio Management,3,Fall2023,1
FLUT 100,Flute,2,Fall2023,1
FLUT 121,Flute,4,Fall2023,1
FLUT 221,Flute,4,Fall2023,1
FLUT 300,Flute,2,Fall2023,1
FLUT 321,Flute,2,Fall2023,1
FLUT 421,Flute,2,Fall2023,1
FLUT 422,Flute,2,Fall2023,1
FLUT 622,Flute,4,Fall2023,1
FLUT 623,Senior Recital,1,Fall2023,1
FMS 100,Introduction to Film and Media,3,Fall2023,1
FMS 177,First Year Seminar:,3,Fall2023,1
FMS 200,Film and Media Aesthetics,3,Fall2023,1
FMS 273,Basic Screenwritng,3,Fall2023,1
FMS 275,Basic Video Production,4,Fall2023,1
FMS 303,Undergrad Production Semnr in:,3,Fall2023,1
FMS 307,Undergrad Film/Media Intrnship,6,Fall2023,1
FMS 310,History of the Silent Film,3,Fall2023,1
FMS 315,Survey of Japanese Film,3,Fall2023,1
FMS 322,Soviet&Post-Sov Russian Cinema,3,Fall2023,1
FMS 330,Cinematic Rome,3,Fall2023,1
FMS 355,Storytelling w/ Digital Media,3,Fall2023,1
FMS 374,Animation,3,Fall2023,1
FMS 376,Cinematography,3,Fall2023,1
FMS 380,American Popular Culture of:,3,Fall2023,1
FMS 474,Videogame Theory and Design,3,Fall2023,1
FMS 498,Honors Seminar,6,Fall2023,1
FMS 499,Directed Study in Film,6,Fall2023,1
FMS 530,Film and Media Theory,3,Fall2023,1
FMS 544,African Film,3,Fall2023,1
FMS 585,Capstone in Film&Media Studies,4,Fall2023,1
FMS 593,Experimental Film and Video,3,Fall2023,1
FMS 673,Problems in Basic Screenwritng,3,Fall2023,1
FMS 675,Problms Basic Video Production,3,Fall2023,1
FREN 110,Elementary French I,5,Fall2023,1
FREN 111,Introduction to French I,3,Fall2023,1
FREN 120,Elementary French II,5,Fall2023,1
FREN 177,First Year Seminar:,3,Fall2023,1
FREN 205,French Literature in Transltn:,3,Fall2023,1
FREN 230,Intermediate French I,3,Fall2023,1
FREN 240,Intermediate French II,3,Fall2023,1
FREN 301,French Written and Oral Comm 1,3,Fall2023,1
FREN 310,French Phonetics,3,Fall2023,1
FREN 326,Introdctn to French Literature,3,Fall2023,1
FREN 375,Intermediate French Conversatn,3,Fall2023,1
FREN 432,Francophone African Literature,3,Fall2023,1
FREN 455,French Litr of the Renaissance,3,Fall2023,1
FREN 480,Studies in French Literature:,3,Fall2023,1
FREN 495,Directed Readings in French,15,Fall2023,1
FREN 499,Honors in French,3,Fall2023,1
FREN 500,Advanced French Phonetics,3,Fall2023,1
FRHN 100,French Horn,2,Fall2023,1
FRHN 121,French Horn,4,Fall2023,1
FRHN 221,French Horn,4,Fall2023,1
FRHN 252,Horn Ensemble,1,Fall2023,1
FRHN 300,French Horn,2,Fall2023,1
FRHN 321,French Horn,2,Fall2023,1
FRHN 421,French Horn,2,Fall2023,1
FRHN 422,French Horn,2,Fall2023,1
FRHN 622,French Horn,4,Fall2023,1
FRHN 623,Senior Recital,1,Fall2023,1
FRHN 652,Horn Ensemble,1,Fall2023,1
FRSP    XXXX,Study Abroad Program,15,Fall2023,1
GEOG 100,World Regional Geography,3,Fall2023,1
GEOG 102,"People, Place, and Society",3,Fall2023,1
GEOG 104,Intro to Physical Geography,3,Fall2023,1
GEOG 105,Intr Lab in Physical Geography,2,Fall2023,1
GEOG 111,Mapping Our Changing World,4,Fall2023,1
GEOG 140,Globl Envr I:Discvry Envr Chng,3,Fall2023,1
GEOG 144,"Glbl Evrn I:Dscvry Evrn Chg,Hn",3,Fall2023,1
GEOG 148,Scientfc Princpls Envrnmt Stds,3,Fall2023,1
GEOG 150,"Environment, Culture & Society",3,Fall2023,1
GEOG 201,Culture and Health,3,Fall2023,1
GEOG 202,"Culture and Health, Honors",3,Fall2023,1
GEOG 311,Introd Cart & Geovisualization,4,Fall2023,1
GEOG 316,Mthd Analyzing Geographcl Data,4,Fall2023,1
GEOG 321,Climate and Climate Change,3,Fall2023,1
GEOG 358,Intro to Geog Informtn Systems,4,Fall2023,1
GEOG 371,Environmental Geopolitics,3,Fall2023,1
GEOG 377,Urban Geography,3,Fall2023,1
GEOG 490,Geographic Internship,6,Fall2023,1
GEOG 498,Special Topics in Geography:,5,Fall2023,1
GEOG 499,Honors Course in Geography,3,Fall2023,1
GEOG 541,Geomorphology,4,Fall2023,1
GEOG 571,Topics in Cultural Geography:,3,Fall2023,1
GEOG 601,Indigenous Peopls of the World,3,Fall2023,1
GEOG 658,Topics in Geospatial Technlgy:,3,Fall2023,1
GEOL 101,The Way The Earth Works,3,Fall2023,1
GEOL 103,Geology Fundamntals Laboratory,2,Fall2023,1
GEOL 105,History of the Earth,3,Fall2023,1
GEOL 121,Life Through Time:DNA to Dinos,3,Fall2023,1
GEOL 122,Life Thru Time:DNA to Dino Lab,1,Fall2023,1
