abbr_name,full_name,credits,semester,school
HIST 397,Frm Mao to Now:China's Red Rev,3,Spring2023,1
HIST 415,The Rise of Civilization,3,Spring2023,1
HIST 450,Study Abroad Topics in:,3,Spring2023,1
HIST 501,Topics in Western History:,3,Spring2023,1
HIST 510,Topics in Non-Western History:,3,Spring2023,1
HIST 568,Rise&Fall of the Soviet Union,3,Spring2023,1
HIST 598,Sexuality&Gender Africa Histry,3,Spring2023,1
HIST 691,Undergraduate History Hnrs Sem,3,Spring2023,1
HIST 692,Independent Capstone,3,Spring2023,1
HMGT 305,Hlth Policy & Hlthcare Systems,3,Spring2023,1
HMGT 320,Applied Healthcare Law & Ethic,3,Spring2023,1
HNRS 310,University Scholars Seminar,3,Spring2023,1
HNRS 320,Global Scholars Seminar,3,Spring2023,1
HNRS 380,Critical Thnkng&Advocacy Semnr,1,Spring2023,1
HSCI 415,Career Readiness in Health Sci,1,Spring2023,1
HSCI 420,Nutrition Through Life Cycle,3,Spring2023,1
HSCI 440,Introduction to Epidemiology,3,Spring2023,1
HSCI 445,Intro to Environmental Health,3,Spring2023,1
HSCI 499,Topics in Health Sciences:,2,Spring2023,1
HSCI 521,Adv Nutrition & Metabolism,3,Spring2023,1
HSES 202,Individual and Dual Sports,2,Spring2023,1
HSES 214,Phys Ed Actv Elmn Sch Children,3,Spring2023,1
HSES 306,Principles of Personl Training,3,Spring2023,1
HSES 308,Drugs and Diseases in Society,3,Spring2023,1
HSES 320,Mthds Teachng Physical Educatn,3,Spring2023,1
HSES 358,Creativ Mvmnt&Dance Appreciatn,3,Spring2023,1
HSES 371,Medcl Term for Health Profnls,3,Spring2023,1
HSES 440,Applied Sport&Performance Psyc,3,Spring2023,1
HSES 465,Program Assessment&Evaluation,3,Spring2023,1
HSES 466,Progrm Planing in Health Educn,3,Spring2023,1
HSES 489,Health and Human Sexuality,3,Spring2023,1
HUM 300,Studies in:,3,Spring2023,1
HUM 350,American Indians Since 1865,3,Spring2023,1
HUM 363,"Perspectives Sci, Engr & Math",3,Spring2023,1
IA 209,Interior Architcture Studio II,6,Spring2023,1
IA 230,Lighting Design and Technology,3,Spring2023,1
IA 509,Design-Build Studio,6,Spring2023,1
IA 520,"Products, Materals&Specifcatns",3,Spring2023,1
IA 541,History of Interior Archtcture,3,Spring2023,1
IA 609,Integr Inter Arch Studio,6,Spring2023,1
IA 690,Study Abroad,5,Spring2023,1
IBUS 300,Spec Tpcs Internatnl Business:,5,Spring2023,1
IBUS 462,Comparatve&Cross-Cultural Mgmt,3,Spring2023,1
IBUS 500,Indiv Rsch Internatnl Business,3,Spring2023,1
ILLU 200,Foundations in Image Making,3,Spring2023,1
ILLU 405,Drawing Media for Illustrtn II,3,Spring2023,1
ILLU 410,Fundamentals of Animation,4,Spring2023,1
ILLU 435,Sequential&Narrative Illustrtn,3,Spring2023,1
ILLU 445,Advanced Concept Art,3,Spring2023,1
ILLU 545,Promo & Marketing for ILLU II,4,Spring2023,1
INDD 200,Foundations in Industrial Dsgn,3,Spring2023,1
INDD 212,Drawing for Industrial Desgn I,3,Spring2023,1
INDD 302,Intermed Industrl Desgn Studio,4,Spring2023,1
INDD 308,Materials and Processes,3,Spring2023,1
INDD 448,Prof Industrl Dsgn Studio Prac,3,Spring2023,1
INDD 555,Portfolio,3,Spring2023,1
INDD 581,Senor Industril Dsgn Studio II,4,Spring2023,1
ISP 204,Special Topics:,3,Spring2023,1
ISP 350,American Indians Since 1865,3,Spring2023,1
ISP 530,Indigenous Food and Health,3,Spring2023,1
ISP 542,Ethnobotany,3,Spring2023,1
IST 205,Survey of Information Systems,3,Spring2023,1
IST 401,Mgmt of Integrtd Infor Sys/ERP,3,Spring2023,1
ITAL 101,Studying Abroad:Italy at Glnce,1,Spring2023,1
ITAL 108,Elemntry Italian Conversatn II,3,Spring2023,1
ITAL 315,Adv Composition & Conversation,3,Spring2023,1
ITAL 331,Mafia Movies,3,Spring2023,1
ITAL 601,Italian for Reading Knowledge,3,Spring2023,1
ITAL 695,Grad Directed Readngs in Ital,3,Spring2023,1
ITEC 330,Web Systems and Technologies,3,Spring2023,1
ITEC 342,Information Security Managemnt,3,Spring2023,1
ITEC 424,Network Security,3,Spring2023,1
ITEC 429,Digital Forensics,3,Spring2023,1
ITEC 450,Social & Professional Issues,3,Spring2023,1
JAZZ 406,Jazz Theory and Performance II,3,Spring2023,1
JAZZ 430,Introduction to Jazz Piano,2,Spring2023,1
JMC 505,Professional Development,1,Spring2023,1
JMC 585,Multimedia Sports Journalism,3,Spring2023,1
JMC 608,Ethics & Professional Practice,3,Spring2023,1
JMC 610,Advanced Visual Media,3,Spring2023,1
JMC 611,Sales Strategies,3,Spring2023,1
JMC 615,Social Media Strategc Communcn,3,Spring2023,1
JMC 618,First Amendment and Society,3,Spring2023,1
JMC 635,Statehouse Rprtg-Adv Media/Cap,3,Spring2023,1
JMC 691,Comnty Journlsm-Avd Media/Cap,3,Spring2023,1
JPN 101,Beginning Japanese II,3,Spring2023,1
JPN 108,Elementary Japanese II,5,Spring2023,1
JPN 208,Intermediate Japanese II,5,Spring2023,1
JPN 508,Advanced Modern Japanese II,5,Spring2023,1
JWSH 124,Understanding the Bible,3,Spring2023,1
JWSH 343,The Holocaust in History,3,Spring2023,1
JWSH 347,Jewish Ethics,3,Spring2023,1
JWSH 410,Israel:  From Idea to State,3,Spring2023,1
JWSH 650,Service Learning Jewish Studes,3,Spring2023,1
JWSH 681,Regimes in Mdl-East&Nrth Afrca,3,Spring2023,1
KISW 120,Elementary KiSwahili II,5,Spring2023,1
KISW 220,Intermediate KiSwahili II,3,Spring2023,1
KISW 402,Readings in KiSwahili II,3,Spring2023,1
KOR 101,Beginning Korean II,3,Spring2023,1
KOR 108,Elementary Korean II,5,Spring2023,1
KOR 208,Intermediate Korean II,5,Spring2023,1
KOR 508,Advanced Modern Korean II,5,Spring2023,1
KOR 564,Modern Korean Texts II,3,Spring2023,1
KQKL 114,Elementary Kaqchikel Maya II,3,Spring2023,1
KQKL 234,Intermediate Kaqchikel Maya II,3,Spring2023,1
KQKL 360,Advanced Kaqchikel Maya II,3,Spring2023,1
LA&S 480,Preparng for Intrnatnl Careers,3,Spring2023,1
LAC 314,Topics in LAC - Ltno&CrbbnLit:,3,Spring2023,1
LAC 315,Topics in LAC - Flm Musc Arts:,3,Spring2023,1
LAC 501,Multilinglsm&Mlticultrl Lat Am,3,Spring2023,1
LAC 515,Topics in LAC - Film Msc Arts:,3,Spring2023,1
LAC 517,"Topics in LAC - Pol,Sc,Bs,Ecn:",3,Spring2023,1
LAC 550,Capstone Lat Amrcn&Caribn Stde,3,Spring2023,1
LAT 108,Elementary Latin II,5,Spring2023,1
LAT 109,"Elementary Latin II, Honors",5,Spring2023,1
LAT 310,Vergil's Aeneid,3,Spring2023,1
LDST 304,ACTivist:Gndr Bsd Vlnc Prvntn,1,Spring2023,1
LDST 320,Event Development & Management,3,Spring2023,1
LDST 535,Sm in Leadrshp Strategies&Apps,3,Spring2023,1
LDST 690,Special Topcs in Ldrshp Study:,3,Spring2023,1
LING 312,Phonology I,3,Spring2023,1
LING 343,Bilingualism,3,Spring2023,1
LING 421,Cpstn:Typlgy-Unty&Dvrsty Hm Ln,3,Spring2023,1
LING 425,First Language Acquisition I,3,Spring2023,1
LING 435,Psycholinguistics I,3,Spring2023,1
LING 526,Syntax II,3,Spring2023,1
LING 541,Field Mthds Linguistc Descrptn,3,Spring2023,1
LWS 333,"Purst of Rght: Law, Demo & Pow",3,Spring2023,1
LWS 699,Capstone in Law and Society,3,Spring2023,1
MATH 109,Math Elemntry School Teachrs I,3,Spring2023,1
MATH 409,Tpc Geomtry Sec/Midl Schl Tchr,2,Spring2023,1
MATH 410,Top Hist Mathmt Scnd&Mid Tchrs,1,Spring2023,1
MATH 450,Discrete Mathematics,3,Spring2023,1
MATH 540,Elementary Number Theory,3,Spring2023,1
MATH 608,Statistical Data Science,3,Spring2023,1
MATH 611,Time Series Analysis,3,Spring2023,1
MATH 628,Mathematical Theory Statistics,3,Spring2023,1
MATH 630,Actuarial Mathematics,3,Spring2023,1
MATH 648,Calc of Variations&Integral Eq,3,Spring2023,1
MDCM 603,Medicinal Biochemistry II,3,Spring2023,1
MDCM 607,Clinical Pharmacognosy,1,Spring2023,1
MDCM 626,Medcnl Chem II:Homeostatc Agnt,4,Spring2023,1
ME 390,Special Topics:,5,Spring2023,1
ME 639,Alternative Energy Systems,3,Spring2023,1
ME 642,Design Project Option B,3,Spring2023,1
ME 661,The Finite Element Method,3,Spring2023,1
ME 696,Design for Manufacturability,3,Spring2023,1
MEMT 196,Group Ldrshp Skills Musc Thrpy,2,Spring2023,1
MEMT 250,Human Musicl Learning&Devlpmnt,2,Spring2023,1
MEMT 296,Clinical Techniques for Adults,3,Spring2023,1
MEMT 338,Reh/Cnd Clnc:Non-trad Ensemble,1,Spring2023,1
MEMT 350,Adv Rehearsl/Cond Clinic: Band,1,Spring2023,1
MEMT 352,Adv Rehearsl/Cond Clinic: Orch,1,Spring2023,1
MEMT 419,Technology in Music Education,1,Spring2023,1
MEMT 420,Tchng Elem&Secnd General Music,3,Spring2023,1
MEMT 431,Choral Diction Music Educators,1,Spring2023,1
MEMT 433,Jazz Techniques,1,Spring2023,1
MEMT 464,Music in Therapy,3,Spring2023,1
MEMT 587,Sem Musc Thrpy Profsnl Devl II,1,Spring2023,1
METL 360,Holloware,3,Spring2023,1
METL 362,Metalsmithing,6,Spring2023,1
METL 500,Adv Specl Topics Metalsmithng:,3,Spring2023,1
MGMT 230,Intro to Management Profession,1,Spring2023,1
MGMT 412,HR Management Analytics,3,Spring2023,1
MGMT 416,"Trng,Dvlpmt&Mgmt Carer Ind&Org",3,Spring2023,1
MGMT 431,Legal Evrnmnt Managng Emplyees,3,Spring2023,1
MGMT 434,Internatnl Humn Resourc Mangmt,3,Spring2023,1
MGMT 485,Business Consulting,3,Spring2023,1
MKTG 230,Intro to Marketing Profession,1,Spring2023,1
MKTG 430,New Product Management,3,Spring2023,1
MKTG 453,Retail'g Dist Chan & Sup Chain,3,Spring2023,1
MKTG 455,Pricing,3,Spring2023,1
MTHC 115,Theory II,3,Spring2023,1
MTHC 116,Aural Skills II,1,Spring2023,1
MTHC 302,How to Make Music,3,Spring2023,1
MTHC 303,Writing Music for Guitar,3,Spring2023,1
MTHC 315,Theory IV,4,Spring2023,1
MTHC 404,Graduate Review:  Form,1,Spring2023,1
MTHC 406,Grad Review:  Post-Tonal Music,1,Spring2023,1
MTHC 433,Advd Analysis Contempory Music,3,Spring2023,1
MTHC 442,Modal Counterpoint,3,Spring2023,1
MTHC 476,Orchestration II,3,Spring2023,1
MTHC 480,Electro-Acoustc Composition II,3,Spring2023,1
MUS 388,Curriculum and Pedagogy in:,1,Spring2023,1
MUS 483,Advanced Music Recording,3,Spring2023,1
MUS 587,Entrepreneurship and Outreach,3,Spring2023,1
MUSC 135,Understanding Music,3,Spring2023,1
MUSC 298,Introduction to Jazz,3,Spring2023,1
MUSC 315,History of Country Music,3,Spring2023,1
MUSC 335,Understanding Music-Stdy Abrd,3,Spring2023,1
MUSC 340,Music History II,3,Spring2023,1
MUSC 450,Selected Topics in Music:,3,Spring2023,1
MUSC 470,Music in World Cultures,3,Spring2023,1
MUSC 471,Music of Latin America,3,Spring2023,1
MUSC 477,Graduate Review:  Classic,1,Spring2023,1
MUSC 478,Graduate Review:  Romantic,1,Spring2023,1
MUSC 479,Grad Review:20th-21st Centures,1,Spring2023,1
MUSC 480,Music History IV,3,Spring2023,1
MUSC 483,Music of the Baroque Era,3,Spring2023,1
NAVY 184,Intro to Naval Ships Systms II,3,Spring2023,1
NAVY 220,Seapower and Maritime Affairs,3,Spring2023,1
NAVY 300,Navigation and Operations I,3,Spring2023,1
NAVY 402,Semnr Military Leadership&Mgmt,3,Spring2023,1
NMED  80,"Nclr Instmn, Med Info, Qlty As",2,Spring2023,1
NMED  82,Radiopharmacy II,1,Spring2023,1
NMED  83,Clinical Procedures II,8,Spring2023,1
NMED  84,Clincial Internship II,8,Spring2023,1
NMED  85,Resrch Methods & Health Admin,1,Spring2023,1
NMED 100,NMED Preceptorship,10,Spring2023,1
NURS 326,Pharm Pract Nurse,3,Spring2023,1
NURS 334,"Prof Dev II:Image, Roles&Ethcs",3,Spring2023,1
NURS 335,Quality Improvement,2,Spring2023,1
NURS 336,Alteratns Physiologcl Funct II,3,Spring2023,1
NURS 337,Pharmacology II,2,Spring2023,1
NURS 338,Hlth&Illnss:Nrsg Acrss Lifespn,3,Spring2023,1
NURS 339,Pract II Nurs Across Lifespan,3,Spring2023,1
NURS 382,Honors Seminar,1,Spring2023,1
NURS 401,Basic Spanish for Nurses,2,Spring2023,1
NURS 441,Evidence Based Prac in Nursing,3,Spring2023,1
NURS 444,Using Techn Enhnce Clnt Safety,3,Spring2023,1
NURS 449,Nrsg Pract within Hlthcare Org,3,Spring2023,1
NURS 451,Navg Influn HlthCare Macro-Env,3,Spring2023,1
NURS 466,Lab Data Diag Proc: Clin App,2,Spring2023,1
NURS 476,Nrsg in Evolving Hlthcare Syst,4,Spring2023,1
NURS 477,Practicum V Capstone,3,Spring2023,1
NURS 478,Integ of Concepts & Clin Comps,1,Spring2023,1
NURS 480,Pract IV: Lead in Pop Health,2,Spring2023,1
NURS 483,Honors Practicum II,2,Spring2023,1
NURS 486,Pop Health Local to Global II,2,Spring2023,1
OTMS 699,Special Projects,6,Spring2023,1
P&TX 631,Pharmacology II,3,Spring2023,1
P&TX 633,Pharmacology IV,3,Spring2023,1
P&TX 640,Toxicology,2,Spring2023,1
PCS 329,History of War and Peace,3,Spring2023,1
PERS 220,Intermd Iran/Dar/Tjik Persn II,3,Spring2023,1
PFS 303,Professionalism and Workplace,3,Spring2023,1
PHAR 515,Pharmacy Skills II-A,1,Spring2023,1
PHAR 516,Oral Presntns for Hlth Prfsnl,1,Spring2023,1
PHAR 517,Pharmacy Skills II-B,1,Spring2023,1
PHAR 525,Pharmacy Skills IV,1,Spring2023,1
PHAR 535,Pharmacy Skills VI,1,Spring2023,1
PHAR 537,Pharmacy Skills VIB,1,Spring2023,1
PHCH 518,Phys-Chem Princpls Solut Dosag,3,Spring2023,1
PHCH 626,Biopharmaceutics&Drug Delivery,3,Spring2023,1
PHIL 335,Phil of Social Groups&Identity,3,Spring2023,1
PHIL 340,Women Philosophers,3,Spring2023,1
PHIL 350,Philosphicl Issues in Religion,3,Spring2023,1
PHIL 380,Environmental Ethics,3,Spring2023,1
PHIL 608,Hellenistic Philosophy,3,Spring2023,1
PHIL 612,Modal and Non-classical Logics,3,Spring2023,1
PHIL 650,Metaphysics,3,Spring2023,1
PHIL 654,Philosophy of Mind,3,Spring2023,1
PHIL 662,Aesthetics,3,Spring2023,1
PHIL 674,Philosophy of Law,3,Spring2023,1
PHPR 517,Mediction Safety&Error Prevntn,1,Spring2023,1
PHPR 521,Practical Pediatrics,1,Spring2023,1
PHPR 522,Pharm-Basd Travel Hlth Servces,1,Spring2023,1
PHPR 525,Ambulatory Care,1,Spring2023,1
PHPR 527,Advanced Psychiatric Pharmacy,1,Spring2023,1
PHPR 531,Managed Care Pharmacy Practice,1,Spring2023,1
PHPR 541,Fndtns Interprofessnl Collab I,0,Spring2023,1
PHPR 542,Fndtns Intrprfsnl Collabrtn II,0,Spring2023,1
PHPR 543,Fndtns Intrprfsnl Colabrtn III,0,Spring2023,1
PHPR 613,Pharmacoecnmcs&Health Outcmes,2,Spring2023,1
PHPR 619,HealthCare Systems/Informatics,3,Spring2023,1
PHPR 621,Pharmacy Law,2,Spring2023,1
PHPR 630,Drug Information and Lit Eval,1,Spring2023,1
PHPR 661,Pharmacotherapy I,4,Spring2023,1
PHPR 663,Pharmacotherapy III,4,Spring2023,1
PHPR 665,Pharmacotherapy V,4,Spring2023,1
PHSX 213,General Physics I Honors,5,Spring2023,1
PHSX 315,Intro Computatn Physcs &Astnmy,3,Spring2023,1
PHSX 601,Desgn Physical&Electronic Syst,4,Spring2023,1
PHSX 611,Introductory Quantum Mechanics,3,Spring2023,1
PHSX 615,Numerical&Computatnl Mthd Phsx,3,Spring2023,1
PHSX 621,Mechanics II,3,Spring2023,1
PHSX 631,Electromagnetic Theory,3,Spring2023,1
PHSX 661,Intro Elemntry Particle Physcs,3,Spring2023,1
PHSX 681,Concepts in Solids,3,Spring2023,1
PHSX 693,Gravitation and Cosmology,3,Spring2023,1
PHTO 210,Understanding Photographs,3,Spring2023,1
PHTO 304,Photography II:  Color Digital,4,Spring2023,1
PHTO 315,Experimental Processes,3,Spring2023,1
PHTO 360,The Photobook,3,Spring2023,1
PHTO 500,Portfolio and Thesis,4,Spring2023,1
PIAN 148,Elementary Keyboard Skills II,1,Spring2023,1
PIAN 288,Intermediat Keyboard Skills II,2,Spring2023,1
PIAN 444,Piano Repertoire 2,3,Spring2023,1
PIAN 546,Piano Pedagogy II,3,Spring2023,1
PMGT 315,Project Scheduling and Control,3,Spring2023,1
PMGT 325,Effective Project Team Leaders,3,Spring2023,1
PMGT 335,Project Stakeholder Engagement,3,Spring2023,1
PNTG 368,"Painting II, Honors",3,Spring2023,1
POLS 111,Introd to U.S. Politics Honors,3,Spring2023,1
POLS 330,Intro to Public Administration,3,Spring2023,1
POLS 331,"Intro Public Administratn,Hnrs",3,Spring2023,1
POLS 350,Cntmpry Iss Comparatv Politics,3,Spring2023,1
POLS 399,Data 2:Foundations Data Scinc,3,Spring2023,1
POLS 494,Washingtn Semester Intern Smnr,3,Spring2023,1
POLS 495,Topeka Semester Intern Seminar,3,Spring2023,1
POLS 501,Contemporary Political Thought,3,Spring2023,1
POLS 515,American Political Parties,3,Spring2023,1
POLS 528,Environmntl Justce&Publ Policy,3,Spring2023,1
POLS 582,Transnational Terrorism,3,Spring2023,1
POLS 609,Topics in Political Theory:,3,Spring2023,1
POLS 611,Cnstitutnl Law:Civil Liberties,3,Spring2023,1
POLS 613,Comparativ U.S. State Politics,3,Spring2023,1
POLS 617,The Congress,3,Spring2023,1
POLS 623,The Politics of Social Policy,3,Spring2023,1
POLS 625,Extremst Groups&Gov't Response,3,Spring2023,1
POLS 626,Political Polling&Survey Rsrch,3,Spring2023,1
POLS 648,Western European Politics,3,Spring2023,1
POLS 659,Political Dynamics of Latin Am,3,Spring2023,1
POLS 660,"Pltcs Dvlpmnt:Latn Am,Afr&Asia",3,Spring2023,1
POLS 661,Politics of the Middle East,3,Spring2023,1
POLS 666,Political Economy of East Asia,3,Spring2023,1
POLS 669,Topics in Comparativ Politics:,3,Spring2023,1
POLS 670,United States Foreign Policy,3,Spring2023,1
POLS 672,Internationl Political Economy,3,Spring2023,1
POLS 673,International Organization,3,Spring2023,1
POLS 674,Global Justice &Foreign Policy,3,Spring2023,1
POLS 677,U.S. National Security Policy,3,Spring2023,1
POLS 688,U.S.Counterterror Approaches,3,Spring2023,1
POLS 689,Topcs International Relations:,3,Spring2023,1
POLS 699,Community Data Lab,3,Spring2023,1
PORT 108,Elmtry Brazilian Portuguese II,5,Spring2023,1
PORT 216,Intrmd Brazilian Portuguese II,3,Spring2023,1
PORT 300,Brazilian Culture,3,Spring2023,1
PORT 347,Brazilian Studies:,3,Spring2023,1
PORT 612,Acc Basic Port Span Speakrs II,3,Spring2023,1
PRNT 300,Special Topics in Printmaking:,3,Spring2023,1
PRNT 500,Adv Special Topics Prntmking:,3,Spring2023,1
PRVM 431,Interdisc Leadership Dev Disa,3,Spring2023,1
PSYC 399,Data 2:Foundations Data Scinc,3,Spring2023,1
PSYC 430,Cognitive Development,3,Spring2023,1
PSYC 469,Seminar:,3,Spring2023,1
PSYC 470,Intro Contemprary Psychotherap,3,Spring2023,1
PSYC 472,Psychology of Sleep & Dreaming,3,Spring2023,1
PSYC 521,Women and Violence,3,Spring2023,1
PSYC 595,Eating and Weight Disorders,3,Spring2023,1
PSYC 699,Community Data Lab,3,Spring2023,1
PUAD 333,Hard Choices Public Administr:,3,Spring2023,1
PUAD 407,Introdctn to Project Managemnt,3,Spring2023,1
PUAD 441,Public Service Leadership,3,Spring2023,1
QUEC 234,Intermediate Quechua II,3,Spring2023,1
REES 220,Societies &Cultures of Eurasia,3,Spring2023,1
REES 221,"Societies&Cultures Eurasia, Hr",3,Spring2023,1
REES 480,Topics Russan&East Europ Stds:,3,Spring2023,1
REL 102,Violence and Religious Ethics,3,Spring2023,1
REL 124,Understanding the Bible,3,Spring2023,1
REL 316,Ancient Magic and Witches,3,Spring2023,1
REL 362,Studies in Yoga & Meditation,3,Spring2023,1
REL 370,Judaism and Sexuality,3,Spring2023,1
REL 380,Philosphicl Issues in Religion,3,Spring2023,1
REL 573,Judaism and Sexuality,3,Spring2023,1
RESP 302,Resp Evidence Based Pract II,1,Spring2023,1
RESP 325,Mech Ventlatrs,3,Spring2023,1
RESP 326,Mechanical Ventilation Lab,2,Spring2023,1
RESP 335,Clinical Applic II,4,Spring2023,1
RESP 340,Respiratory Review I,1,Spring2023,1
RESP 400,Chronic Resp Disease Managemt,3,Spring2023,1
RESP 420,"Hlth Care Mangmt, Ethics & Law",2,Spring2023,1
RESP 450,Chronic Resp Disease Mgt,3,Spring2023,1
RESP 460,ACCS Specialty Credential Prep,3,Spring2023,1
RESP 480,Simulation and IPE,3,Spring2023,1
RESP 615,Respiratory Review II,3,Spring2023,1
RESP 625,Clinical Application V,4,Spring2023,1
RESP 630,Lean Management,3,Spring2023,1
RUSS 208,Intermediate Russian II,5,Spring2023,1
RUSS 508,Advanced Russian II,3,Spring2023,1
RUSS 516,Russian for the Professions II,3,Spring2023,1
SCM 400,Specl Topcs Supply Chain Mgmt:,3,Spring2023,1
SCM 453,Retail'g Dist Chan & Sup Chain,3,Spring2023,1
SCM 460,Supply Chain Analytics,3,Spring2023,1
SCUL 300,Special Topics in Sculpture:,3,Spring2023,1
SCUL 500,Advncd Specl Topics Sculpture:,3,Spring2023,1
SLAV 101,Introduction to Slovene,1,Spring2023,1
SLAV 144,Srvy Russian Liter in Transltn,3,Spring2023,1
SLAV 145,"Survy Russian Lit Transltn,Hrs",3,Spring2023,1
SLAV 340,Lang Landscape of East Europe,3,Spring2023,1
SLAV 341,Lang Landscape of EE Hnrs,3,Spring2023,1
SLAV 370,War&Violence Russian Lit&Film,3,Spring2023,1
SLAV 379,Topics in:,3,Spring2023,1
SLAV 499,Honors Thesis,3,Spring2023,1
SLAV 508,S Slavic Literatr&Civilization,3,Spring2023,1
SLAV 516,Film Adaptatn Polish&Czech Lit,3,Spring2023,1
SLAV 534,Tolstoy,3,Spring2023,1
SLAV 540,Lang&Ident EC Eur&Frmr Sov Uni,3,Spring2023,1
SLAV 570,War&Violence Russian Lit&Film,3,Spring2023,1
SOC 161,Social Probs&Amercn Values Hrs,3,Spring2023,1
SOC 308,Principles of Family Sociology,3,Spring2023,1
SOC 321,"Wealth, Power, and Inequality",3,Spring2023,1
SOC 363,The Sociology of Culture,3,Spring2023,1
SOC 364,"Society,Populr Cultr&the Media",3,Spring2023,1
SOC 385,Environmental Social Problems,3,Spring2023,1
SOC 386,Sociology of Global Food,3,Spring2023,1
SOC 400,Sociology Special Topics:,3,Spring2023,1
SOC 462,Violence and Society,3,Spring2023,1
SOC 529,Globalization,3,Spring2023,1
SPAN 171,"Hspnc Lang, Cultr&Civlztn I-B:",3,Spring2023,1
SPAN 270,"Hspnc Lang, Cult&Civlztn II-A:",3,Spring2023,1
SPAN 325,Spanish for Heritage Learners,3,Spring2023,1
SPAN 326,Spansh for Health Care Workers,3,Spring2023,1
SPAN 448,Span Lang&Culture for Business,3,Spring2023,1
SPAN 450,Medieval Spanish Studies:,3,Spring2023,1
SPAN 453,20th Century Spanish Studies:,3,Spring2023,1
SPAN 462,20 Centry Spansh-Amer Studies:,3,Spring2023,1
SPAN 560,Collquium on Latin Amercn Film,3,Spring2023,1
SPAN 570,Studies in Hispnc Linguistics:,3,Spring2023,1
SPED 362,Intro Early Educ&Child Sp Educ,3,Spring2023,1
SPED 441,EBP in ELA: Vocab & Comp,2,Spring2023,1
SPED 442,"EBP Math, Sci, and SS for IEPs",2,Spring2023,1
SPED 444,Assess Stdts with IEPs,3,Spring2023,1
SPED 495,Developing ECU Teach Portfolio,1,Spring2023,1
SPED 650,Constructng Early Chld Currclm,3,Spring2023,1
SPED 661,Suprt Chld Signf Lrn&Beh Chall,3,Spring2023,1
SPED 664,Inclusv Strat&Intrvn Infnt&Tod,3,Spring2023,1
SPLH 463,Principles of Hearing Science,3,Spring2023,1
SPLH 497,Mentored Research Experience,8,Spring2023,1
SPLH 516,Speech Perception,2,Spring2023,1
SPLH 565,Language Sample Analysis Lab,1,Spring2023,1
SPLH 566,Language Development,3,Spring2023,1
SPLH 589,Multicultrl Considrtns SPLH II,1,Spring2023,1
SW 310,Stress & Supporting Wellbeing,3,Spring2023,1
SW 490,Directed Readings,1,Spring2023,1
SW 510,Interviewing Skills,1,Spring2023,1
SW 512,Skills-Based Policy Advocacy,1,Spring2023,1
SW 534,Intro Social Policy & Advocacy,3,Spring2023,1
SW 571,Respondng Suicide & Self-Harm,1,Spring2023,1
SW 572,Substance Use,1,Spring2023,1
SW 573,Intergenrtnl&Historical Trauma,1,Spring2023,1
SW 612,Mltlvl Intrvntn&Eval SW Prac,3,Spring2023,1
SW 623,Capstone:  Soc Wrk Prof Issues,3,Spring2023,1
SW 640,Grant Writing&Program Develmnt,1,Spring2023,1
SW 641,Dismantling White Supremacy,1,Spring2023,1
SW 642,Financial Capability & SW Prac,1,Spring2023,1
SW 643,Gender-based Violence,1,Spring2023,1
TD 315,Textle Hndprntg&Resist Process,3,Spring2023,1
THR 302,Undergraduate Seminar in:,3,Spring2023,1
THR 316,Beginning Scene Design,3,Spring2023,1
THR 326,African Theatre and Drama,3,Spring2023,1
THR 406,Audition Techniques,3,Spring2023,1
THR 407,Advanced Acting Special Topic:,3,Spring2023,1
THR 517,Computer-Aided Design,3,Spring2023,1
THR 526,History of Theatre II,3,Spring2023,1
THR 528,History of U.S. Theatre &Drama,3,Spring2023,1
THR 619,Scenogrphy Contemporary Script,3,Spring2023,1
TIB 102,Elementary Tibetan II,3,Spring2023,1
TURK 108,Elementary Turkish II,5,Spring2023,1
UBPL 300,Planning the Sustainable City,3,Spring2023,1
UBPL 425,Environmental Planning Techniq,3,Spring2023,1
UNIV 120,Introductn to Engaged Learning,2,Spring2023,1
UNIV 299,Service Learning Project,1,Spring2023,1
UNIV 492,Specl Projects in the Communty,2,Spring2023,1
UNIV 602,Sponsored Educatnl Experiences,0,Spring2023,1
UTEC  60,Adv Songrphy Princpls&Instr II,2,Spring2023,1
UTEC  61,Obstetrical Sonography 1st Tri,1,Spring2023,1
UTEC  62,Abdominal Sonography II,2,Spring2023,1
UTEC  63,Obst Sono 2nd & 3rd Tri,1,Spring2023,1
UTEC  64,Small Parts Sonography II,1,Spring2023,1
UTEC  65,Vascular Technology I,1,Spring2023,1
UTEC  66,Clinical Internship II,8,Spring2023,1
UTEC  90,Senior Seminar and Review II,3,Spring2023,1
UTEC  91,Clinical Internship V,4,Spring2023,1
UYGR 102,Elementary Uyghur II,3,Spring2023,1
UYGR 202,Intermediate Uyghur II,3,Spring2023,1
VAE 320,Instruction and Curriculum I,3,Spring2023,1
VAE 395,Community Collabratn in Art Ed,3,Spring2023,1
VAE 596,Practicum in Teaching Art,2,Spring2023,1
VISC 302,Typographic Systems,4,Spring2023,1
VISC 304,Designing Understanding,4,Spring2023,1
VISC 402,Designer as Author,3,Spring2023,1
VISC 425,Environmental Graphics,3,Spring2023,1
VISC 520,Designing for Change,4,Spring2023,1
VOIC 405,Vocal Literature I,2,Spring2023,1
WGSS 111,Intro to Human Sexuality Stds,3,Spring2023,1
WGSS 329,Introduction to Queer Theory,3,Spring2023,1
